Sentence,Category,Label,Sentence_Length
featur request would possibl provid analog,feature request,null,6
control would particular help implement relu rnn weight matrix initi ident matrix,feature request,null,12
would nice second api subroutin work also without assumpt minibatch dimens input tensor,feature request,null,13
ad mention option document might valuabl,feature request,null,6
point might valuabl add document,feature request,null,5
work bidirect rnn would nice option two differ initi state differ data train,feature request,null,13
rather know implement file api yet tell seek read pretti import add function user need,feature request,null,15
would appreci could creat book section resourc featur book written tensorflow,feature request,null,11
think would use includ python packag fastboundscheck use custom build binari packag,feature request,null,12
explan need document behavior case,feature request,null,5
featur request allow specifi paramet option call,feature request,null,7
common use etl featur generat better support close integr system,feature request,null,10
would great similar thing tensorflow easi,feature request,null,6
would great abl recompil tensorflow without call configur chang branch,feature request,null,10
would better follow matmul style style broadcast semant python oper numpi matmul,feature request,null,12
would nice chang xla lock behavior,feature request,null,6
hope could return intermedi state implement attent machin dynam network,feature request,null,10
support pleas ad tensor rank,feature request,null,5
either case would good add optim flatten dimens transpos togeth use lower rank code possibl,feature request,null,15
know prioriti long way get make compat pypi woud super cool,feature request,null,11
understand correct per short tutori current cant delet node graph without regener howev regener graph take second would nice allow creation node edg via gui like cafe,feature request,null,27
would great lower barrier entri new user data scientist comfort gui could modifi graph paramet direct tensorboard,feature request,null,17
even gui util function make modifi copi graph would use,feature request,null,10
think consid ad warn,feature request,null,4
request,feature request,null,1
need add fft op get done probabl use cufft fbfft gpu,feature request,null,11
anyway would expect op defin tensorflow would avail cpu gpu futur devic,feature request,null,12
would also much like see fft support train dnn model featur extract speech recognit pipelin,feature request,null,15
would great also fft oper like use half mani oper complex version,feature request,null,12
would realli nice cpu version well,feature request,null,6
get angl complex number anoth mathemat oper would use basic along line,feature request,null,12
would nice add decay base chang loss common loss chang threshold step amount decay,feature request,null,14
featur may use increas decay step goe exampl decay step first step decay step rest anoth decay level decay step,feature request,null,20
would conveni also gpu implement,feature request,null,5
seem natur also provid happen need,feature request,null,6
think user experi would better could search box tensor api webpag,feature request,null,11
better includ libcurl bazel build librari instead use system one,feature request,null,10
would love integr libcurl bazel build,feature request,null,6
agre need stabl set instruct specif compon,feature request,null,7
swift frontend especi simpli run graph infer mobil would great,feature request,null,10
realli like see wrapper,feature request,null,4
featur,feature request,null,1
good pure implement languag like jvm without use swig,feature request,null,9
prettier api top generat interfac would nice though,feature request,null,8
perhap improv document add exampl build,feature request,null,6
second would help find minimum version libc tensorflow need build,feature request,null,10
least eigen librari would support opencl,feature request,null,6
think support eigen need,feature request,null,4
would help make quick repro knew shape operand op,feature request,null,9
realli use would need embed broader execut system tensorflow also sound challeng get right,feature request,null,14
would definit make easier other tri get work,feature request,null,8
sinc java version would like slower one use bit would pure infer layer evalu graph necessarili abl build would allow graph built python train python gpus run java server,feature request,null,29
java,feature request,null,1
refer use lzo protobuf twitter elephantbird librari,information giving,1,7
got tfrecord file exampl proto went gzip,information giving,1,7
case input featur vector extrem spars compress reduc dramat,information giving,1,9
look like support zlib compress tfrecord ad,information giving,1,7
inde ad support zlib compress tfrecord,information giving,1,6
current work tensorflow work develop everyth macbook pro run ipython stack,information giving,1,11
mani cluster old cento work,information giving,1,5
situat abl build tensorflow mac gpu support,information giving,1,7
miss pull request brows histori issu,information giving,1,6
let add comment mani cuda,information giving,1,5
lot reason least set new machin lot easier get work instal current distro work instal,information giving,1,15
new open osx cuda support use cuda,information giving,1,7
make easier test differ version cudnn cuda make version framework variabl configur script,information giving,1,13
base sinc tensorflow contain inherit linux distro gpu enabl one link,information giving,1,11
docker run nativ like linux,information giving,1,5
run docker osx actual boot tini linux insid either virtualbox vmware fusion,information giving,1,12
linux actual run docker,information giving,1,4
yes latest macbook pro mac pro model offer nvidia option appar macbook pro work come nvidia graphic,information giving,1,17
order keep thread compact easi read pleas consid hit subscrib instead,information giving,1,11
use linux machin run tensorflow develop macbookpro earli nvidia geforc,information giving,1,10
read googl felt issu realli hand long time,information giving,1,8
gave instal linux mac pro,information giving,1,5
turn run data scienc linux faster hardwar gpu task,information giving,1,9
check thread,information giving,1,2
link provid anyth like,information giving,1,4
someon run tensorflow gpu earli look thread switch linux specif lot net train gpus take say fwiw,information giving,1,17
exampl week ago deadlin finish train deep net torch done someth stupid linux decid boot longer necessari,information giving,1,17
torch cuda cudnn,information giving,1,3
process singl imag demonstr purpos includ preprocess reconstruct step took min second second ultim abl get back linux,information giving,1,18
add thread point part specul base observ perform run xgboost applic use multithread blas,information giving,1,14
say observ torch tensorflow,information giving,1,4
cuda provid exampl nativ built osx linux,information giving,1,7
propos eigen implement see intel side,information giving,1,6
curious metal api watch video wwdc,information giving,1,6
conclus base googl search opencl cuda,information giving,1,6
exampl post accelerey arrayfir show subtl huge differ perform various mathemat oper,information giving,1,12
introduct thunderbolt technolog extern gpus like support near futur,information giving,1,9
even abl connect gpu macbook pro extern via thunderbolt akitio thunder,information giving,1,11
ad support verifi work tri best keep run test machin pleas continu contribut keep work,information giving,1,15
may actual modifi instead plug zero state copi state,information giving,1,9
success built android demo bazel,information giving,1,5
tri work android studio,information giving,1,4
never use gradl project link seem configur produc build,information giving,1,9
flag work build likewis work arm,information giving,1,6
way repositori use librari file header tensorflow,information giving,1,7
recent upgrad anoth repositori mnist sampl latest tensorflow,information giving,1,8
let upgrad tensorflowandroiddemo,information giving,1,3
prepar compil option librari file,information giving,1,5
well code took alreadi less mimic eval script,information giving,1,8
test emul config given except emul use api give logcat,information giving,1,10
instal tensorflow cpu version,information giving,1,4
thing prevent demo run api use api,information giving,1,7
general found emul camera get along unfortun,information giving,1,7
close origin issu address thank complet instruct adapt demo api level,information giving,1,11
emul support camera outsid scope tensorflow support tri stackoverflow feel free open addit issu demo,information giving,1,15
talk input shape state shape rnns accept input emit output state ask shape state,information giving,1,14
seen comment github thread troubl understand full set recommend cuda cudnn etc,information giving,1,12
white paper tensorflow mention loop control within graph,information giving,1,8
rnn exampl python loop,information giving,1,4
current rnn static unrol yet dynam unrol base length sequenc,information giving,1,10
dynam calcul mean graph unrol provid calcul unrol graph cut short reach use condit,information giving,1,14
depend applic may result shorter process time,information giving,1,7
yes add say condit plug zero output state past max thus reduc total amount comput memori,information giving,1,16
googl kubernet docker excel exampl use github maintain huge global scale open sourc project success,information giving,1,15
break dynam calcul perform pass assum input,information giving,1,7
possibl intern test run anyth ever break happi accept patch,information giving,1,10
way hard bit hope done build issu occasion incompat remain,information giving,1,10
status updat build fix tensorflow proper need upstream small build chang protobuf,information giving,1,12
success built without gpu support osx anaconda test mnist exampl without problem,information giving,1,12
issu instal minus forget chang path python packag instal,information giving,1,9
hope releas stuff fair soon,information giving,1,5
actual two version protobuf system brew blew pip,information giving,1,8
share gpu run docker imag actual two level indirect virtualbox allow linux access host gpu,information giving,1,15
yes plan make avail open sourc welcom contribut,information giving,1,8
base discuss actual updat script use default build parallel lower overal compil time,information giving,1,13
discuss someon team told strang stori appear thar old cuda driver much demand peopl use aw amazon,information giving,1,17
add support cuda osx use cuda build osx,information giving,1,8
make sure path variabl reflect right locat cuda toolkit use,information giving,1,10
replac cuda cudnn direct code,information giving,1,5
releas wheel built assum cudnn,information giving,1,5
unfortun exampl unit test,information giving,1,4
cuda librari suffix rather,information giving,1,4
html generat quit similar github markdown viewer experi differ,information giving,1,9
tensorflow current form extens test cudnn,information giving,1,6
offici upgrad happen readi,information giving,1,4
howev nvidia graphic card card,information giving,1,5
need mine,information giving,1,2
claim get rather substanti speed improv rnns lstms,information giving,1,8
built abl run benchmark though huge differ presum choos algorithm,information giving,1,10
process get build work linux,information giving,1,5
content without fanci style math format also avail github folder,information giving,1,10
linux python whl file built test night,information giving,1,7
link whl file build histori found main,information giving,1,7
linux python whl file also includ futur releas,information giving,1,8
zackchas right current gradient function,information giving,1,5
download renam instal,information giving,1,3
see implement yet revers input nasti current code,information giving,1,8
seem work part unknown shape,information giving,1,5
far know current way creat fill placehold nest tupl placehold automat,information giving,1,11
truncat bptt architectur use lstm decod,information giving,1,6
second case cell initi encod activ,information giving,1,6
rnn cell get initi state use last state process sequenc use,information giving,1,11
question also ask stackoverflow,information giving,1,4
work system make easi,information giving,1,4
someth alreadi github repo within coup week,information giving,1,7
placehold special throw error feed variabl would silent use last valu,information giving,1,11
comprehens solut truncat bptt introduc,information giving,1,5
variabl name prefix helper function return dictionari name tensor contain variabl match prefix,information giving,1,13
similar helper function assign variabl valu dictionari,information giving,1,7
yes work though possibl one could write faster kernel knew,information giving,1,10
current way convolut mention,information giving,1,4
far tell none conv function anyth relat batch normal built,information giving,1,10
anyon want note gradient einsum implement neat anoth einsum swap argument indic,information giving,1,12
timelin though,information giving,1,2
one thing thought would like comput frobenius norm jacobian log probabl use smooth penalti much like smooth penalti use contract autoencod,information giving,1,21
lot project abandon turn github final,information giving,1,6
sever reason switch sole github today sinc pain motiv tri make thing better,information giving,1,13
blaze bazel use gerrit github,information giving,1,5
extern pull request merg direct commit gerrit repo,information giving,1,8
bazel option build share object binari name linkshar,information giving,1,8
current run experi travi tensorflow see share object,information giving,1,8
piec togeth lot scatter inform compil wrote,information giving,1,7
go tri share librari next see reduc build size,information giving,1,9
share librari ad ago yay,information giving,1,5
also interest good way rememb lstm state next batch,information giving,1,9
realli test infrastructur yet make sure keep work build binari packag,information giving,1,11
current softmax implement oper tensor comput normal second dimens,information giving,1,9
allow request gpu devic op fall back run cpu gpu kernel avail,information giving,1,12
right cudnn lrn implement point use one,information giving,1,7
fyi anyon look contribut fix movement intern,information giving,1,7
thank remov contribut welcom tag sinc work,information giving,1,7
stream executor support finish plan work,information giving,1,6
also distribut binari packag use optim run platform possibl thing might run faster run sourc build optim platform,information giving,1,18
still go issu priorit roadmap readi yet,information giving,1,7
quick search suggest cubla matrix invers function might appropri,information giving,1,9
see mani level implement descript python wrap etc,information giving,1,8
get push public repo next week,information giving,1,6
cpu gpu version lgamma digamma erf erfc come soon,information giving,1,9
anyth use dirichlet beta prior distribut utilis digamma function gradient polygamma,information giving,1,11
far tell digamma function use entropi calcul,information giving,1,7
tri write code sinc project accept pull request wrote blog post,information giving,1,11
also experi support defin function graph would basic allow compon achiev effect,information giving,1,12
note progress theoret remov line would work complet mani under op still gpu enabl see use,information giving,1,16
done git soon,information giving,1,3
recent chang tri use choleski matrix symmetr interest speed,information giving,1,9
jame hensman implement method refer paper iain murray tensorflow fork,information giving,1,10
work candid sampl cleaner way take look ad,information giving,1,8
snippet code current project believ correspond sampl decod request,information giving,1,9
bidirect rnn code check intern time soon next releas within week,information giving,1,11
polici document assum privat readi use,information giving,1,6
support pad front support pass length individu sequenc batch correct pass specifi length,information giving,1,13
pad front align right usual use input sequenc sequenc model,information giving,1,10
plan add support happen least januari,information giving,1,6
even though offici made public yet bidirect rnns avail along preliminari rnn architectur,information giving,1,13
current work bidirect rnn ask differ train test,information giving,1,8
rnns avail python code,information giving,1,4
cross product two vector implement matrix multipl use matrix,information giving,1,9
sure way control thread invok session way,information giving,1,7
ckpt file also point correct locat read right place,information giving,1,9
version linear map use cosin similar,information giving,1,6
torch logsoftmax layer name impli equival softmax follow log,information giving,1,9
inde torch document indic faster one need,information giving,1,7
side note implement scipi wrapper offici fortran implement probabl anoth good refer implement benchmark,information giving,1,14
optimis like adam python function equival optimis test check real implement come result,information giving,1,13
extern optim interfac modul come address,information giving,1,6
exampl docstr,information giving,1,2
small exampl demonstr issu,information giving,1,4
btw code never part public api,information giving,1,6
understand activ name general fall consist actual name output,information giving,1,9
track current lack index fanci,information giving,1,5
small fail test case someon get,information giving,1,6
exampl reproduc issu,information giving,1,3
pleas see new array op night build,information giving,1,7
btw discov move file compil fine,information giving,1,6
ad instruct build op kernel outsid tensorflow sourc tree,information giving,1,9
stringpiec faster string case want chang signatur way,information giving,1,8
track caus,information giving,1,2
variabl name design affect,information giving,1,4
modifi origin exampl inappropri name variabl less confus,information giving,1,8
reproduc master branch work proper,information giving,1,5
fyi tensorboard use argpars,information giving,1,4
fact chang argpars respons regress,information giving,1,5
linear deprec use extern user,information giving,1,5
inform instal build tensorflow tensorboard sourc see,information giving,1,7
full patch detail bitbucket pull request,information giving,1,6
fyi last week tri look cudnn appear give differ result expect eigen correct cpu gpu,information giving,1,15
clarifi use mnist tutori far understand produc someth visibl graph mode,information giving,1,11
look good updat doc offici recommend late week,information giving,1,8
work fine instal older releas tensorflow pip one,information giving,1,8
intent use name peopl renam,information giving,1,5
linux allow docker imag run insid access gpu,information giving,1,8
instal fine tri yet,information giving,1,4
use modifi version tensorflow tutori deep mnist expert python api medic imag classif project use convolutionn network,information giving,1,17
search web found cuda may support std stl incompat,information giving,1,9
want artifici increas size train set appli random modif imag train set,information giving,1,12
function requir input alreadi tensor,information giving,1,5
howev reproduc behavior mac linux,information giving,1,5
believ event file okay made sure flush run chrome tri uinstal reinstal mess alias stuff path event directori,information giving,1,18
howev mention tutori,information giving,1,3
look debug output appear http request made background success return,information giving,1,10
get messag matter whether run tensorboard pip packag instal dir,information giving,1,10
rebuilt tag confirm chang file,information giving,1,5
current head built use pip packag macosx linux found css file includ proper,information giving,1,13
reason ask work way python python python automat use unicod,information giving,1,10
gdb found multipl thread call basegpudevicefactori simultan,information giving,1,7
backward pass first revers input use revers output use function also use feed forward layer blstms,information giving,1,16
mani develop use macbook pro support gpu integr,information giving,1,8
simpli tri put recurr layer top convolut layer direct manipul input,information giving,1,11
follow simplifi version code problem,information giving,1,5
stack status print use gdb python case want look,information giving,1,9
reproduc issu,information giving,1,2
fact tag inde present filesystem,information giving,1,5
solv long ago rememb wrong time gone,information giving,1,7
note use custom larger program real input instead constant run gpu expect,information giving,1,12
need use standard framework tensorflowtestcas framework exist,information giving,1,7
use gdb get follow backtrac,information giving,1,5
use comput know ahead time whether intermedi comput produc empti tensor also want abl get correct gradient happen,information giving,1,18
load oper embed exampl support gpu,information giving,1,6
go fix tensorflow produc nice except integ zero divis,information giving,1,9
unfortun bunch varieti differ op fix look differ differ case,information giving,1,10
howev way get none gradient sinc variabl connect empti tensor bottleneck,information giving,1,11
sinc necessarili know shape empti runtim produc none,information giving,1,8
general tensorflow prefer larg indic size need,information giving,1,7
one reason follow code would work natur,information giving,1,7
idea never print,information giving,1,3
checkpoint format write valu variabl protocol buffer limit,information giving,1,8
case cumprod need perform reduc dimens remain one,information giving,1,8
essenti transpos follow reshap,information giving,1,4
refer gradient implement came,information giving,1,4
two type handl object python tensorhandl nativ string session handl,information giving,1,10
use custom saver object distribut mode oper subset paramet model perform transfer learn model,information giving,1,14
break debugg run test see follow confirm place,information giving,1,8
earlier comment meant point part program trigger error colleagu,information giving,1,9
gpu gtx,information giving,1,2
also use overrid flag instal cuda toolkit via script may may relev run fine,information giving,1,14
tensorflow binari default carri comput capabl,information giving,1,6
among folk encount problem common use base gpus,information giving,1,8
tri pass argument tensor panda datafram numpi matrix,information giving,1,8
tri implement rnn tri concaten output matrix,information giving,1,7
also saw discuss support recurs,information giving,1,5
note without specif input know vector matrix instead,information giving,1,8
detail see,information giving,1,2
input output shape differ gradient get confus,information giving,1,7
howev fix requir user provid shape invari loop variabl shape chang loop bodi,information giving,1,13
issu post stack overflow,information giving,1,4
note version slower version particular train script use,information giving,1,8
attach timelin name appropri,information giving,1,4
generat ident code run either,information giving,1,5
elaps time train step respect,information giving,1,5
use time function,information giving,1,3
sure matter attach two timelin taken loop summari oper perform,information giving,1,10
batch norm variabl mention default data type,information giving,1,7
attach file two case,information giving,1,4
runtim metadata jic help,information giving,1,4
tri recent gcc see compil problem disappear,information giving,1,7
privat write op decid make repositori public,information giving,1,7
one list spreadsheet,information giving,1,3
work fix abl pass variabl function argument without use identifi,information giving,1,10
note timeout specifi code manag finish minut comparison less second timeout,information giving,1,11
tri build cuda mac ubuntu code snippet alway finish coupl second,information giving,1,11
test fresh instal well night docker imag,information giving,1,7
howev also comment copt condit seen invalid configur,information giving,1,8
rule work fine make littl confus,information giving,1,6
easi way reproduc run bazel fetch,information giving,1,6
post describ comment still troubl,information giving,1,5
note issu configur day ago,information giving,1,5
howev actual build tensorflow despit configur error remov condit remov manual beforehand,information giving,1,12
done notic due path,information giving,1,4
version cuda host server,information giving,1,4
instal follow way,information giving,1,3
actual quit see anyth correspond layer either,information giving,1,7
run offici imag gpu enabl,information giving,1,5
tri recent version happen,information giving,1,4
also reproduc,information giving,1,2
work codebas month noth like happen reproduc machin specif code driver version etc someth effect everyon rather pop random,information giving,1,19
might chang oper devic placement recent,information giving,1,6
access data access sourc code,information giving,1,5
part code help understand devic placement,information giving,1,6
current version remov threaten,information giving,1,4
probabl wont updat doc work final,information giving,1,6
exist slight differ file name replac,information giving,1,6
actual plan make configur script option,information giving,1,6
rather fit mold metric,information giving,1,4
relat recent fulli bake,information giving,1,4
get via anaconda,information giving,1,3
reiter said work make distribut implement avail current initi releas,information giving,1,10
current intern distribut extens somewhat entangl googl intern infrastructur releas version first,information giving,1,12
code yet github depend part googl code base moment trim remain one,information giving,1,12
meantim anyon want experi initi spark,information giving,1,6
push initi version distribut runtim base grpc,information giving,1,7
current contain implement need get start still work librari use multipl process,information giving,1,12
sorri confus small network mean deep neural network mani model paramet otherwis communic time machin exceed comput time mean speedup high,information giving,1,21
paper train lstms paramet total paramet case,information giving,1,7
accord doc master support pool along depth axi ksize,information giving,1,9
still discuss whether includ python librari effici nativ implement,information giving,1,9
plan build closer integr graph visual event type would possibl visual data chart direct graph start work yet though,information giving,1,19
mani method expect list tensor specifi shape argument,information giving,1,8
forgot mention shape shown graph visual static infer shape python client,information giving,1,11
part tutori explain add tensor shape graph visual,information giving,1,8
doc talk new featur show user use,information giving,1,7
updat issu close document updat commit review,information giving,1,7
assign track featur request new version tensorboard,information giving,1,7
embed gradient indexedslic rather tensor,information giving,1,5
port data input pipelin tensorflow littl differ tutori,information giving,1,8
sequenti data pad also generat boolean mask valid entri,information giving,1,9
technic reason oversight part,information giving,1,4
accord georg dahl answer current way run part graph later run entir graph without recomput part graph,information giving,1,17
current call gradient return sum,information giving,1,5
someon ask map back anyon want tackl task might way,information giving,1,10
initi confus use rank describ number dimens array,information giving,1,8
say one want penal norm jacobian map function,information giving,1,8
correct far know easi way current tensorflow,information giving,1,7
accord someon knowledg peopl general contract autoencod write first deriv manual,information giving,1,11
also general restrict singl layer time network speed issu sinc full jacobian multilay network quit expens,information giving,1,16
note anyon come across thread unrel thing involv control flow someth relat map extra rank tensor,information giving,1,16
support gradient,information giving,1,2
see inform error messag tri,information giving,1,5
file issu coupl week ago heard back,information giving,1,7
known googl servic avail china firewal,information giving,1,6
work make save restor,information giving,1,4
round nearest,information giving,1,2
includ chang,information giving,1,2
find lot instruct instal singl version cuda find inform instal simultan,information giving,1,11
use fact individu gradient may none remov assign op,information giving,1,9
way anyon realiz treat normal tensor way take advantag zero throw except,information giving,1,12
set true maintain status quo return none case,information giving,1,8
use ipython notebook one frequent run cell without restart kernel,information giving,1,10
see yea intent inde reset everyth,information giving,1,6
probabl closest thing function although blow away op tensor well variabl,information giving,1,11
first question see,information giving,1,3
second question core engin current see graphdef produc python rnn exampl unrol one today,information giving,1,14
also none optim overrid method,information giving,1,5
background inform dtype includ,information giving,1,4
typic wait one day though sinc give chang check eigen night regress test clean updat tensorflow,information giving,1,16
note cpu gpu implement ad eigen extrem naiv,information giving,1,8
note batch normal differ oper depend whether layer convolut use convolut layer aggreg suffici statist across patch,information giving,1,17
replac accept arbitrari geometri,information giving,1,4
current way convolut mention,information giving,1,4
far tell none conv function anyth relat batch normal built,information giving,1,10
note current implement use cover,information giving,1,5
describ conveni behavior chang somewher version,information giving,1,6
cross entropi pad logit becam nan instead,information giving,1,7
guy pleas let know plan implement java class call code,information giving,1,10
python code suppos return status error handl user,information giving,1,8
tensorflow current support,information giving,1,3
howev use last state initi state next run one must creat,information giving,1,11
might abl help implement plan,information giving,1,5
attach short ppt illustr algorithm,information giving,1,5
chang indic shape sparsetensor need transform field python side line,information giving,1,10
spars matrix librari know support oper sparsetensor definit design support structur unari oper like,information giving,1,14
notic mani op follow form,information giving,1,5
spent time look spars oper understand sparsetensor handl,information giving,1,8
case sparsetensor convert tensor under,information giving,1,5
one recent exampl introduct,information giving,1,4
tensorboard read pbtxts direct logdir possibl although materi departur way tensorboard current organ right alway tri read event file,information giving,1,19
develop lightweight meso framework name tfmeso run tensorflow docker meso,information giving,1,10
notic still unsolv issu tfmeso product readi,information giving,1,7
tri test tensorflow meso gpu,information giving,1,5
tri help alloc gpu resourc base suggest,information giving,1,7
one built gpu support meso interest learn limit run distribut tensorflow gpus meso,information giving,1,13
develop docker container current develop use recommend mode oper,information giving,1,9
exampl mani meso protobuf still contain requir field,information giving,1,8
basic mimic function anyth run abl run meso well,information giving,1,9
launch agent isol flag requir nvidia gpu support meso,information giving,1,9
addit agent isol flag meso requir framework want consum gpu resourc framework capabl set,information giving,1,14
gpu support includ marathon releas next coupl week,information giving,1,8
still hurdl get support way plan issu resolv releas mid octob,information giving,1,11
pseudo code explain tri achiev,information giving,1,5
get result even code specifi,information giving,1,5
roadmap actual,information giving,1,2
hyperparamet run descript tensorboard activ develop,information giving,1,6
add support higher rank input nest tupl input output backward compat way futur give estim imagin happen summer sometim,information giving,1,19
work intern,information giving,1,2
hey chang concret commit,information giving,1,4
op check size requir general often ton inform larger use case,information giving,1,11
reduc footprint per architectur still work shrink lot usabl,information giving,1,9
still get lib per architectur base clean clone head last night run,information giving,1,12
one thing realiz document well pass optim flag build process,information giving,1,10
see execut simpl exampl around lib app code think,information giving,1,9
also note pass command line argument,information giving,1,6
reason ask size lib disk final size contribut execut pretti differ want check build final binari,information giving,1,16
follow instruct outlin doc moment still see lib disk,information giving,1,9
intern code plan open sourc someon summer,information giving,1,7
code opensourc master branch,information giving,1,4
instanc docker build night gpu devel imag snippet log show output seventh test,information giving,1,13
submit jenkin test build test code sever differ environ,information giving,1,9
verifi chang amount error chang,information giving,1,5
lstmcell allow user pass initi use gate type cell grus,information giving,1,10
lstmcell provid abil initi share matrix individu gate weight,information giving,1,9
addit initi option deprec sinc use proper initi lstmcell hood,information giving,1,10
function tensorflow standard librari make assumpt alway feed minibatch,information giving,1,9
one exampl assum input shape,information giving,1,5
question ask multipl time stackoverflow,information giving,1,5
checkpoint load util function integr estim yet,information giving,1,7
check path model inde save,information giving,1,5
implement chang work way intern review system,information giving,1,7
clarifi need make new custom op,information giving,1,6
see test gradient function submit pull request two gradient,information giving,1,9
moment checkpoint format public good reason chang effici format remain intern implement detail saver class python,information giving,1,16
part improv like make checkpoint format public helper class,information giving,1,9
follow document,information giving,1,2
give path use option,information giving,1,4
instruct assum cuda librari avail typic instal cuda default option,information giving,1,10
incept model exampl includ tensorflow,information giving,1,5
use version incept model,information giving,1,4
softmax classifi appar output array length class,information giving,1,7
finish new tutori use incept model two suggest tensorflow develop,information giving,1,10
give sever exampl tutori link,information giving,1,5
new tutori incept model notebook youtub talk,information giving,1,7
train set incept imagenet challeng,information giving,1,5
arbitrari set train imag,information giving,1,4
mention incept model think pictur elon musk show either score abaya score,information giving,1,12
never impli incept train imagenet suit particular purpos exampl recogn imag outsid categori train design suitabl product environ concern oblong imag requir specif descript string,information giving,1,25
releas code train incept order make possibl peopl need network capabl train modifi network preprocess pipelin meet need,information giving,1,18
incept model fair well dataset publish code other build improv,information giving,1,10
imagenet dataset benchmark dataset wide success use research,information giving,1,8
alway machin learn incept limit come general beyond type data train,information giving,1,11
ad kernel pure perform sinc appear often larg model gradient,information giving,1,10
reason still exist show tutori branch,information giving,1,6
check master branch typo fix commit referenc,information giving,1,7
btw list tensorflow book,information giving,1,4
doc explain pad follow,information giving,1,4
orc format reader lack bloom filter varieti compress algorithm,information giving,1,9
extract hadoop code standalon recent,information giving,1,5
file modifi pylint relat,information giving,1,4
exampl file revert modif,information giving,1,4
notic xla dot oper copi style broadcast semant,information giving,1,8
base input consider decid restrict semant xla dot oper array initi releas,information giving,1,12
need state output reach time step,information giving,1,6
unfortun current code transpos templat instanti dimens,information giving,1,7
alreadi run code size issu abl accept rather larg chunk tensorflow binari would becom transpos,information giving,1,15
see implement meant implement memoiz python implement,information giving,1,7
process move function python point also expos extend api,information giving,1,9
everyth full tutori associ zoo announc short,information giving,1,7
author code theano make theano insert scikit fast fourier invers fast fourier,information giving,1,12
paper look main equat number,information giving,1,5
know may converg quick one benefit keep mind epoch usual take least hrs normal lstm gru big dataset,information giving,1,18
reason want python tensorflow assign multipl gpu multipl unitari rnn whole integr complet,information giving,1,13
push chang today enabl gpu,information giving,1,5
need abl run comput without gpu current seem implement gpu target,information giving,1,11
pull fftw licens impli complic legal issu,information giving,1,7
tri code believ hit common tensorflow pitfal also measur time tensorflow spend construct graph also convers result tensor numpi array,information giving,1,20
also note proper benchmark go want take multipl measur loop quit common includ warmup phase dozen call ignor result,information giving,1,19
also note python garbag collect go sourc nois benchmark measur thousand run,information giving,1,12
work open sourc implement urnn right everyon use,information giving,1,8
fft still limbo unfortun,information giving,1,4
theano mechan use function replac dictionari argument,information giving,1,7
far tell oper provid cpu far,information giving,1,6
current base calcul kind default time initialis variabl,information giving,1,8
use zlib gzip creat tfrecord writer convert csv success,information giving,1,9
reason dependen libcurl higher default packag version mani linux distro,information giving,1,10
linux support ubuntu newer,information giving,1,4
rhel current older version year old point end product phase,information giving,1,10
point next two month,information giving,1,4
written chang intern make bazel build libcurl scratch,information giving,1,8
get eye build file written make sure correct,information giving,1,8
exampl use build anoth parti poco librari also instal pattern hope help,information giving,1,12
updat build instruct cudamus also post wheel file,information giving,1,8
most follow instruct,information giving,1,3
also worth note use bazel per instruct cudamus,information giving,1,8
motiv instal tensorflow jetson sole util op,information giving,1,7
success build tensorflow bit follow patch,information giving,1,6
notic nvidia releas even recent version compil,information giving,1,7
version built bazel version,information giving,1,4
optim way tensor protobuf rpc interfac recvtensor method,information giving,1,8
benchmark reproduc,information giving,1,2
regard dequeu transfer faster transfer two kind transfer,information giving,1,8
general form call tensor contract,information giving,1,5
come numpi use abl index assign array usual way,information giving,1,9
under eigen librari support function current expos tensorflow iron given name,information giving,1,11
updat code review,information giving,1,3
releas note say chang gradient calcul,information giving,1,6
awar backprop multipl memori expens,information giving,1,5
possibl rearrang code suggest ncontext integ paramet tune,information giving,1,8
run version tensorflow appropri version python virtualenv version github repositori,information giving,1,10
exampl toy tweak command line limit train size see affect success,information giving,1,11
graphdef file need current avail slim unfortun,information giving,1,7
local directori tensorforestestim save model,information giving,1,5
build tensorflow insid project link use bazel build script,information giving,1,9
use master version tensorflow build file,information giving,1,6
confirm safe todo obsolet remov next success push intern,information giving,1,9
grpc project alreadi support languag includ java javascript via,information giving,1,9
recent metric find compar product,information giving,1,5
tip iceberg term comparison,information giving,1,4
investig appear test intend run gpu,information giving,1,6
fyi googl releas offici grpc librari last week,information giving,1,8
look like made progress around provid basic test case around swift wrapper tensorflow api,information giving,1,14
current api offer core compon graph tensor session,information giving,1,8
one depend darwin platform appl acceler framework,information giving,1,7
fyi cherri pick proto definit two docker contain,information giving,1,8
document attentioncellwrapp contrib state base paper,information giving,1,6
exampl implement involv convolut requir fix attent window neither featur referenc paper,information giving,1,12
best understand code math describ magenta post match math implement attentioncellwrapp though match math paper cite,information giving,1,16
note origin version magenta code use version attent later chang use attentioncellwrapp,information giving,1,12
check math implement slice first encod hidden state append recent decod hidden state done bahdanau,information giving,1,15
post give comprehens overview current attent implement context,information giving,1,8
accord author implement base detail end bahdanau paper,information giving,1,8
label use visualstudio ubuntu,information giving,1,4
notic tensorflow access rust haskel,information giving,1,5
fyi built script spit file mass tensor flow proto buffer use grpc,information giving,1,12
far know linear algebra librari tensorflow eigen librari simd vector like sse avx etc appli eigen librari,information giving,1,17
month ago abl compil knl gcc gcc patch,information giving,1,8
complet script actual come pete blog follow,information giving,1,7
tri small network gpu get similar result,information giving,1,7
